date,original,trend,seasonal,residual
2014-08-04,471173.304022,,343515.75146496727,
2014-08-05,417197.476176,,277504.04152421805,
2014-08-06,402914.370941,,-671037.6215274888,
2014-08-07,359701.53298899997,,267942.7259833715,
2014-08-08,397759.9389829,,146902.95681666734,
2014-08-11,409544.575013,,132446.89814528648,
2014-08-12,353898.211991,,-36401.60681851058,
2014-08-13,372116.544964,,23083.370876897112,
2014-08-14,340740.8170565,,14170.03325970807,
2014-08-15,402631.8400593,,-44635.382240105784,
2014-08-18,433042.298907,,-32281.60521127646,
2014-08-19,379329.9530773,,-130326.10212613585,
2014-08-20,398126.790988,,-21358.37360711793,
2014-08-21,355108.8749955,,17063.77563736074,
2014-08-22,388359.8983235,,-61833.841323834626,
2014-08-25,412250.075007,,45270.513386324266,
2014-08-26,355053.9079745,,-141616.44661159767,
2014-08-27,366321.498077,,-46551.675404952504,
2014-08-28,327912.427,,-37707.6202517365,
2014-08-29,403288.917062,,-86701.05013281865,
2014-09-01,812526.219024,,-50013.53687980493,
2014-09-02,717351.552768,,-164220.76957634336,
2014-09-03,726683.8617375,,-37790.4001289186,
2014-09-04,551340.0774347,,173180.83998488286,
2014-09-05,603043.241921,,66096.97600331435,
2014-09-08,648651.744928,,72537.17826614714,
2014-09-09,562420.568002,,-50185.26093923791,
2014-09-10,612987.4722337,,67810.5162663143,
2014-09-11,483462.953022,,-64739.31735962398,
2014-09-12,564382.847851,,45380.39533701142,
2014-09-15,630710.5728885,495804.12644050334,107301.54277080276,27604.903677193957
2014-09-16,608239.973016,495145.24508159095,23941.583201131885,89153.14473327716
2014-09-17,617472.3442115,495505.2679779266,54541.620867143225,67425.45536643021
2014-09-18,479500.843061,495919.4106570573,9772.815525738042,-26191.383121795356
2014-09-19,550213.093909,496424.8321727162,31375.388470288264,22412.87326599557
2014-09-22,589120.293928,496350.3603717033,53166.76068957189,39603.17286672485
2014-09-23,559954.304399,496792.27048847865,-38494.44171865079,101656.47562917216
2014-09-24,598183.114508,497213.9074281335,31470.503240454607,69498.70383941189
2014-09-25,466867.377076,497400.696721697,-21555.034181435083,-8978.285464261935
2014-09-26,515474.223943,497780.9495099526,-26439.75937914058,44133.033812187976
2014-09-29,586682.822002,497624.6527424416,25887.518904270997,63170.65035528732
2014-09-30,599093.9157257,497909.109692491,-27188.83845227283,128373.6444854818
2014-10-01,784500.253914,498247.7924763313,107188.53097548198,179063.93046218675
2014-10-02,634306.519052,498512.96442756685,74146.40631363411,61647.14831079905
2014-10-03,675639.295098,498892.01634318335,180399.0322073461,-3651.7534525294905
2014-10-06,641480.757266,498900.39289734577,153362.53662116354,-10782.172252509277
2014-10-07,586410.2709706,499444.07654337643,22006.865073552923,64959.329353670604
2014-10-08,620201.323059,499923.7577945929,76666.45800084084,43611.10726356624
2014-10-09,510519.923104,500196.424896834,16718.864765641032,-6395.366558475056
2014-10-10,702470.317955,500639.7626454997,64593.411178832306,137237.14413066796
2014-10-13,611726.926015,500655.78173036355,45090.18425657753,65980.9600280589
2014-10-14,550589.573294,501038.40225114353,-46994.0077489254,96545.17879178187
2014-10-15,624797.469491,501252.80225059285,36133.41900511841,87411.24823528879
2014-10-16,538252.607117,501822.42116045725,-5952.637186613792,42382.82314315658
2014-10-17,558538.135999,503145.0611988564,3986.90149406578,51406.17330607788
2014-10-20,624629.990941,503984.79811992217,72378.21976161578,48266.97305946211
2014-10-21,542207.165266,505118.0427566099,-49048.58123114215,86137.7037405322
2014-10-22,584926.355993,506119.35273230576,15112.076980824568,63694.92627986964
2014-10-23,492233.2322,506826.7453748277,-19885.85562058435,5292.3424457566725
2014-10-24,528403.680064,507853.0724872697,-36352.29938926907,56902.906965999326
2014-10-27,572806.6319285,508448.34400076413,31303.904624228206,33054.38330350768
2014-10-28,512678.811505,509260.98258325865,-26708.34360627657,30126.17252801791
2014-10-29,560819.6780005,510046.6282571444,-16903.39033429067,67676.44007764621
2014-10-30,459715.26616,510565.59529843077,-54312.906534728725,3462.5773962979583
2014-10-31,561876.0719155,511385.24968812126,-23601.344850737034,74092.16707811576
2014-11-03,973192.041735,511998.6225319966,200974.91081301507,260218.50838998833
2014-11-04,702751.953595,512905.47253480885,43657.74702763425,146188.73403255688
2014-11-05,718799.9390395,513772.75360423076,178710.75414681504,26316.431288454158
2014-11-06,566118.381055,514330.59554938145,63171.98097063629,-11384.195465017736
2014-11-07,585330.25773,515097.6292447294,37491.60246629546,32741.026018975084
2014-11-10,593376.793073,515612.443365502,50257.86373131805,27506.48597617999
2014-11-11,552505.750307,516447.824351076,-49556.263811910976,85614.189767835
2014-11-12,588093.484021,517070.7679095146,18234.385419184153,52788.33069230123
2014-11-13,468057.386823,517018.7258140798,-54749.94954523085,5788.610554151019
2014-11-14,553007.970965,516680.42192217294,-19650.647642361626,55978.19668518867
2014-11-17,620876.340058,516136.9621306661,24020.501256456642,80718.87667087717
2014-11-18,553367.204141,516358.8826913053,-73220.74837697686,110229.0698266716
2014-11-19,580234.0113007,516942.1086993382,288.6347061710112,63003.26789519079
2014-11-20,511855.7610447,517323.4745325875,304757.8690981428,-310225.5825860303
2014-11-21,567978.732759,517830.2723926889,235417.70742562774,-185269.2470593166
2014-11-24,610847.95702,517851.3639398861,211215.42732628278,-118218.8342461689
2014-11-25,541225.608011,518371.9899002322,144458.38323799032,-121604.76512722252
2014-11-26,579125.306002,519070.51778720337,90611.85255633552,-30557.06434153889
2014-11-27,475823.897052,519222.73925525264,-50085.04759912884,6686.205395876183
2014-11-28,559619.825094,519608.04572904913,3883.216995045761,36128.56236990508
2014-12-01,817413.561974,519531.01784120256,115176.99303644574,182705.55109635164
2014-12-02,735319.1840285,520170.9824779368,10254.545598647193,204893.655951916
2014-12-03,715127.614539,520570.80629130395,82579.03832963428,111977.76991806175
2014-12-04,578961.517004,520728.92573824566,146860.5341049069,-88627.94283915253
2014-12-05,635445.153317,521040.9031126484,84089.31379224225,30314.936412109368
2014-12-08,790283.289992,521040.25423737714,164459.93219048163,104783.1035641412
2014-12-09,665123.962957,521546.2811136703,26416.29890331863,117161.38294001106
2014-12-10,732121.033873,521937.1583959451,115984.97483120287,94198.90064585199
2014-12-11,580542.178879,521862.9058701615,45188.862207626444,13490.410801212085
2014-12-12,642760.387245,522287.55272998475,36752.43780338431,83720.39671163094
2014-12-15,790182.945791,522518.0349525793,127371.59363005833,140293.3172083624
2014-12-16,799067.056179,523194.38911910536,69178.38297947742,206694.2840804172
2014-12-17,779966.499188,524163.08448106895,90938.77689152882,164864.63781540224
2014-12-18,731938.479893,525479.4102041763,107128.19975512345,99330.8699337002
2014-12-19,757349.3758179,526855.7658764914,76468.95348620675,154024.65645520185
2014-12-22,1008143.3460193,527764.7630271434,206041.92366352392,274336.6593286327
2014-12-23,1064977.9730725,528867.0713709968,189079.3102108164,347031.5914906868
2014-12-24,965982.871715,529929.3615930424,201312.51463809452,234740.9954838631
2014-12-26,872098.456795,530740.1175575164,148065.56259885896,193292.7766386246
2014-12-29,773998.401175,531674.2119271123,54175.50403903499,188148.6852088527
2014-12-30,912970.533204,532130.0659272246,138649.11000825174,242191.35726852366
2014-12-31,844380.469674,532825.5873657123,71049.20940860522,240505.67289968254
2015-01-01,12773.61698,533631.1024504957,-204866.57504826057,-315990.91042223515
2015-01-02,657763.391981,534407.6968533219,66982.61377924359,56373.08134843451
2015-01-05,569267.29796,535425.6075902532,133324.6326227772,-99482.94225303043
2015-01-06,477886.741053,536032.032815119,5712.506169364831,-63857.797931483874
2015-01-07,494160.850117,536944.1708893328,-45293.678129100925,2510.357356768145
2015-01-08,417482.689131,537931.983679815,-60110.19684218381,-60339.09770663113
2015-01-09,439381.226073,538698.1283976726,-55920.713566981794,-43396.18875769076
2015-01-12,442845.544014,539695.6116138123,-90216.18856694219,-6633.8790328701
2015-01-13,393799.993059,540244.2188631521,-96272.89350171144,-50171.33230244064
2015-01-14,400923.97107,540561.2134576713,-167828.21434437134,28190.97195670003
2015-01-15,371146.144942,541185.8057119101,-137985.83267962473,-32053.828090285417
2015-01-16,423599.9357975,541683.1453121138,-88172.10509297297,-29911.10442164082
2015-01-19,448217.896919,542565.9854462727,-107812.9819220277,13464.893394755069
2015-01-20,405308.77722,543673.954418881,-86818.79514455107,-51546.38205432992
2015-01-21,413202.592067,545025.2850340235,-127330.76727639152,-4491.92569063195
2015-01-22,364862.5390355,546198.4073407111,-93593.32167779283,-87742.54662741824
2015-01-23,416937.181925,547014.6193597824,-69463.52298009703,-60613.91445468542
2015-01-26,410009.617966,548000.4489696318,-101831.83346113948,-36158.99754249233
2015-01-27,360009.850046,548676.3180739577,-128311.31511513675,-60355.152912820966
2015-01-28,376935.916035,550160.323250424,-179514.15875070274,6289.751535278745
2015-01-29,343062.160973,551094.0542902303,-155893.34510502865,-52138.548212201626
2015-01-30,435899.6719165,551631.9359584487,-88550.42708766872,-27181.836954279934
2015-02-02,538301.886974,552546.5270992186,-81652.97007582658,67408.32995060804
2015-02-03,475249.842928,553152.1537132761,-95979.89483558551,18077.584050309393
2015-02-04,451923.147059,554201.9323687063,-147423.39841985132,45144.61311014497
2015-02-05,407491.967944,555160.0408490105,-18679.079269448863,-128988.99363556162
2015-02-06,437147.54517,555944.9100957883,-7524.461092633006,-111272.9038331553
2015-02-09,458002.152043,556890.6777750631,-59046.035624881,-39842.49010718211
2015-02-10,400825.9849177,557462.0154817051,-76233.50321658984,-80402.52734741523
2015-02-11,400115.3330245,558317.9498073694,-157477.57194372412,-725.0448391452665
2015-02-12,384963.142969,559068.9955949505,-117131.35552119823,-56974.4971047523
2015-02-13,493265.468013,559272.6677267292,-63393.34802798684,-2613.8516857423674
2015-02-16,420740.903983,559699.3853548941,-130665.0615830437,-8293.41978885037
2015-02-17,483088.13409300003,559942.0581601697,-92263.6280048444,15409.703937674683
2015-02-18,497499.057967,560699.3222077744,-139324.88644894236,76124.62220816797
2015-02-19,436360.905914,561716.5377406044,-100366.86794288534,-24988.76388371903
2015-02-20,483681.015026,563408.702636344,-63473.199022291476,-16254.488588052554
2015-02-23,443349.890841,564788.990354118,-118752.18215401961,-2686.9173590984283
2015-02-24,407890.277971,565544.7013314524,-110337.3850269087,-47317.03833354365
2015-02-25,395774.954032,566480.9690593894,-171100.4801706369,394.4651432474493
2015-02-26,354938.226975,567279.1513262771,-158221.11295380286,-54119.8113974742
2015-02-27,436488.424914,567761.5593788795,-92617.86398967549,-38655.27047520403
2015-03-02,546037.787999,568609.0941083919,-75563.62912257826,52992.32301318641
2015-03-03,492365.24083,568974.9269847217,-88761.98661574566,12152.300461024002
2015-03-04,483330.548167,569781.4833955682,-152769.8873297607,66318.9521011925
2015-03-05,428599.809059,570732.9955042544,-112480.22240807164,-29652.964037182726
2015-03-06,463723.974873,571291.8731811928,17562.934942531065,-125130.83325072385
2015-03-09,480371.950086,572232.9401480544,-33650.10001245928,-58210.89004959508
2015-03-10,457881.7640763,572794.8858173257,-44297.35413236216,-70615.76760866349
2015-03-11,425617.727075,573753.3008510983,-139540.52820237452,-8595.045573723735
2015-03-12,382588.6690535,574646.1553374077,-120924.76103264016,-71132.72525126756
2015-03-13,434805.995204,575148.5831339406,-89684.43668507737,-50658.15124486324
2015-03-16,466598.425914,574979.9179650146,-113555.29940956605,5173.807358551494
2015-03-17,415359.51603,574385.20065789,-127781.78126066124,-31243.903367228704
2015-03-18,398629.999994,574552.9878202257,-167245.17600620625,-8677.811820019386
2015-03-19,373324.3829895,575009.458534627,-105600.64830010074,-96084.42724502624
2015-03-20,467687.945081,575609.7174763577,-71429.3573597576,-36492.41503560012
2015-03-23,462664.2370045,576458.9724854359,-74714.16378333503,-39080.57169760087
2015-03-24,407369.722015,576739.6070663373,-99030.12860900896,-70339.75644232829
2015-03-25,408258.189916,577428.1182525933,-173991.22792253358,4821.299585940258
2015-03-26,367006.957001,578213.5717490044,-144417.69750528573,-66788.91724271869
2015-03-27,436906.608975,578563.4402933606,-91883.21675916786,-49773.61455919278
2015-03-30,437878.834978,579070.3820885773,-118630.90920121253,-22560.637909364697
2015-03-31,443278.893073,579169.2606763474,-109252.78614331254,-26637.581460034868
2015-04-01,557223.161038,579745.0719166812,-112757.35100445613,90235.4401257749
2015-04-02,524588.902022,580468.3449662835,-83166.50883000287,27287.065885719392
2015-04-03,510296.785948,580960.349139952,-77966.05884371656,7302.495651764548
2015-04-06,519734.816963,581863.5113567136,-96976.4008915974,34847.70649788379
2015-04-07,464788.21798,582509.103446363,-71351.46175122207,-46369.42371514092
2015-04-08,461140.213006,583629.5173797589,-80301.32539436394,-42187.97897939496
2015-04-09,398718.315935,584980.5316037616,-52312.644489103914,-133949.57117965765
2015-04-10,445869.298012,586509.0938606657,-40772.999653626626,-99866.79619503907
2015-04-13,453724.756048,588348.5533986721,-68077.5215907744,-66546.27575989773
2015-04-14,403623.396979,589733.8228506091,-99915.86265846847,-86194.5632131406
2015-04-15,438106.287965,590438.6484796174,-154359.41348067316,2027.0529660557513
2015-04-16,418643.193957,591435.7313038023,-132827.43188494584,-39965.105461856525
2015-04-17,456303.236748,592966.8831715886,-104470.58526376223,-32193.061159826393
2015-04-20,481694.770966,594466.7299259037,-129727.03418681222,16955.075226908477
2015-04-21,426018.313035,593407.8779342846,-147944.90857072663,-19444.65632855799
2015-04-22,421108.210059,595041.4542140326,-178939.97531269788,5006.731157665257
2015-04-23,392147.042002,596240.2501047342,-132098.872413537,-71994.33568919724
2015-04-24,437625.507963,597369.4037510629,-115350.67681419857,-44393.21897386438
2015-04-27,425049.148087,598190.2425317527,-137294.06670072378,-35847.02774402889
2015-04-28,374839.1850745,599125.8364747437,-155173.37189065403,-69113.27950958966
2015-04-29,398724.330055,600125.1636635285,-210840.3307053129,9439.497096784413
2015-04-30,432612.141938,600794.8256389415,-129243.53653267214,-38939.14716826937
2015-05-01,674509.400095,601416.7517162785,-8590.737911445103,81683.38629016666
2015-05-04,556245.147953,601917.1425929709,-106271.62549220638,60599.630852235554
2015-05-05,509493.227021,602664.8146725299,-108264.98336396665,15093.395712436715
2015-05-06,504999.550962,603636.5279737777,-166586.0318026463,67949.05479086854
2015-05-07,444082.309939,604301.10291259,-106285.06340248875,-53933.72957110127
2015-05-08,481304.22297,605195.6068524201,-23254.902754426075,-100636.48112799406
2015-05-11,524864.051063,605737.4338690267,-56366.91799506925,-24506.464810957477
2015-05-12,452162.874045,606510.3377867254,-80559.63729312613,-73787.82644859924
2015-05-13,446915.639008,607414.9357595938,-167959.3018208898,7460.005069295992
2015-05-14,395609.666087,607979.803898887,-86046.91787494124,-126323.21993694578
2015-05-15,483535.538107,607527.0051565474,-78170.16135476691,-45821.3056947805
2015-05-18,496595.01098,607023.8772009069,-121513.6147877985,11084.748566891663
2015-05-19,446375.4880335,606842.5317114507,-126743.41094305045,-33723.63273490024
2015-05-20,466238.630977,607721.2255126812,-170224.42291169672,28741.828376015532
2015-05-21,417006.136035,608165.5815835249,-140401.97148350428,-50757.47406502068
2015-05-22,458727.917031,608504.5108823634,-98404.00717320981,-51372.58667815359
2015-05-25,534802.790004,608745.3536191825,-100369.17329906936,26426.609683886825
2015-05-26,463132.406006,609171.6523472756,-127871.22225731461,-18168.02408396102
2015-05-27,481804.96096,609591.0488520756,-151551.08094808034,23764.99305600475
2015-05-28,428506.881011,610091.2044474425,-135341.08094361203,-46243.2424928305
2015-05-29,560519.530038,610530.3226418605,-70100.29532617716,20089.50272231667
2015-06-01,812081.2027655,610634.805924214,26596.096132292514,174850.30070899357
2015-06-02,753430.6418917,610855.8462684988,8424.339457712413,134150.45616548875
2015-06-03,747929.452075,611587.8200957427,-39297.19780496294,175638.82978422026
2015-06-04,608994.6461083,612050.556512677,-61773.23060575886,58717.32020138182
2015-06-05,657675.126037,612419.5275485262,-29609.10458894058,74864.70307741438
2015-06-08,696952.81204,612447.249120444,68388.73449616488,16116.828423391169
2015-06-09,623725.1071692,612650.8847892467,110146.2815550111,-99072.05917505785
2015-06-10,641435.3719983,613286.6115266276,30908.99703501245,-2760.2365633400477
2015-06-11,510019.1489275,613631.4192996443,-2764.9024066745915,-100847.3679654697
2015-06-12,606616.000975,613874.9550689923,40776.58620606367,-48035.54030005603
2015-06-15,666557.1317587,613762.2575678588,29619.260592620863,23175.613598220356
2015-06-16,672637.824072,613371.6344110119,44081.06402950401,15185.125631484043
2015-06-17,677171.157112,613624.547393953,-54919.47767284316,118466.08739089024
2015-06-18,556155.0391433,614233.5565670984,-52902.16491320288,-5176.352510595447
2015-06-19,659233.5706609,614882.7938483064,9664.607825137544,34686.168987456025
2015-06-22,701208.22895,615116.0937971747,8590.562871459857,77501.57228136541
2015-06-23,640322.326029,615464.9855033645,47168.28636881329,-22310.945843177775
2015-06-24,643411.714061,616088.5652321727,-59402.9225622106,86726.07139103791
2015-06-25,518700.9558973,615923.6913333633,-60631.5130550505,-36591.22238101282
2015-06-26,593299.460788,616150.8664645801,-6067.437510427859,-16783.968166152175
2015-06-29,639072.192193,616210.8727208292,-25164.70853246616,48026.028004636944
2015-06-30,669548.425059,616320.724894626,21497.25077497626,31730.44938939782
2015-07-01,885953.200992,616676.3791028121,50230.68570348951,219046.1361856984
2015-07-02,705642.2820965,616976.7861342095,31038.194723717563,57627.301238572996
2015-07-03,772773.3939200001,617292.3351390096,71835.87897933937,83645.17980165106
2015-07-06,754949.70914,617397.1169656115,9362.84538378501,128189.74679060357
2015-07-07,654821.0515315,617621.3100153641,19768.364807406833,17431.376708729033
2015-07-08,732992.130029,618164.4239023257,96606.64207667635,18221.064049997964
2015-07-09,605032.4963965,618422.7585788482,37231.73139354969,-50621.99357589787
2015-07-10,643986.381178,618812.0038998113,16101.675182271734,9072.702095916975
2015-07-13,647967.077874,619216.9656354209,19677.410142662105,9072.702095916975
2015-07-14,601452.258023,619416.1561068222,-27036.600179739195,9072.702095916975
2015-07-15,664505.1001790001,619967.7796670916,35464.61841599153,9072.702095916975
2015-07-16,584042.727022,620130.2179990836,-45160.19307300054,9072.702095916975
2015-07-17,653452.17114,619272.5384023933,25106.930641689672,9072.702095916975
2015-07-20,685961.243972,619038.6271266829,57849.91474940009,9072.702095916975
2015-07-21,607836.498977,619459.6336500678,-20695.83676898481,9072.702095916975
2015-07-22,631385.408886,620087.3564199542,2225.3503701288573,9072.702095916975
2015-07-23,541511.421067,620472.0683194475,-88033.34934836441,9072.702095916975
2015-07-24,635244.2449785,620886.8848948077,5284.6579877752665,9072.702095916975
2015-07-27,652999.1942961001,620983.9642643146,22942.527935868464,9072.702095916975
2015-07-28,594977.6665523,621262.4127906617,-35357.44833427867,9072.702095916975
2015-07-29,625449.98155,621802.9376594836,-5425.658205400585,9072.702095916975
2015-07-30,543393.592625,622073.2090657754,-87752.31853669231,9072.702095916975
2015-07-31,695083.4489723,622214.9491780823,63795.79769830078,9072.702095916975
2015-08-03,811119.83411,622196.9163145329,179850.21569955023,9072.70209591696
2015-08-04,726613.35811,622436.2924475912,95104.36356649185,9072.702095916975
2015-08-05,724346.594,624721.4016088191,90552.49029526392,9072.702095916975
2015-08-06,583375.211759,626321.7042809451,-52019.19461786213,9072.702095916975
2015-08-07,663326.5180703,627558.9051933257,26694.910781057304,9072.702095916975
2015-08-10,785477.934216,628818.7796348517,147586.45248523133,9072.70209591696
2015-08-11,668280.357956,629580.2424786544,29627.413381428676,9072.702095916975
2015-08-12,678064.7316857,630139.631127386,38852.39846239703,9072.702095916975
2015-08-13,557859.477954,630537.3834373553,-81750.60757927225,9072.702095916975
2015-08-14,734484.205049,630134.299974525,95277.20297855801,9072.702095916975
2015-08-17,694747.161863,629608.3291936606,56066.1305734224,9072.702095916975
2015-08-18,629475.6430527,629590.7506028524,-9187.809646069436,9072.702095916975
2015-08-19,653733.3600063,630673.0085574497,13987.649352933382,9072.702095916975
2015-08-20,569443.704073,631102.489096689,-70731.48711960601,9072.702095916975
2015-08-21,653281.208151,631125.4237928718,13083.082262211232,9072.702095916975
2015-08-24,681575.9899773,631080.431025769,41422.856855614096,9072.702095916975
2015-08-25,624698.33755,631160.7090593394,-15535.073605256286,9072.702095916975
2015-08-26,640075.9908365,631684.6144709965,-681.3257304135623,9072.702095916975
2015-08-27,548043.327354,631822.2859771226,-92851.66071903963,9072.702095916975
2015-08-28,635737.2322,631650.6709558691,-4986.140851786142,9072.702095916975
2015-08-31,776152.5521897,631114.5809583917,135965.26913539134,9072.70209591696
2015-09-01,906549.992952,630804.6286316885,266672.6622243945,9072.70209591696
2015-09-02,879033.0925,630848.9415274638,239111.44887661922,9072.70209591696
2015-09-03,707093.042,630587.5208782095,67432.81902587354,9072.702095916975
