date,sales,dcoilwtico,is_holiday,year,month,day_of_week,day_of_year,quarter,is_weekend,is_month_start,is_month_end,sales_lag_1,sales_lag_7,sales_lag_30,sales_lag_365,sales_ma_7,sales_ma_30,sales_ma_90,sales_growth_daily,sales_growth_weekly,sales_growth_monthly
2014-01-27,540798.833711,95.82,0.0,2014,1,0,27,1,0,0,0,814057.732862,575850.061871,556952.3059789999,413799.7679753,595366.5660753858,618161.7672136266,510915.9298741833,-0.33567508558674075,-0.06086867134495855,-0.029003331334818028
2014-01-28,481593.435798,97.49,0.0,2014,1,1,28,1,0,0,0,540798.833711,538817.207912,499719.5049237,430411.991233,587191.7414876714,617557.5649094366,512907.7125276455,-0.10947767306879785,-0.10620256976526599,-0.036272486759282296
2014-01-29,512853.989922,97.34,0.0,2014,1,2,29,1,0,0,0,481593.435798,553097.596874,635134.7358515,285460.169953,581442.6547802428,613481.54004512,515056.14902636444,0.06491067319512211,-0.07276040825244778,-0.19252725292305584
2014-01-30,453642.9707033,98.25,0.0,2014,1,3,30,1,0,0,0,512853.989922,460789.0398597,507264.6630475,264488.81807649997,580421.7877579,611694.1503003134,516783.34388855664,-0.11545395060240327,-0.015508331445070578,-0.10570752557857344
2014-01-31,560816.192394,97.55,0.0,2014,1,4,31,1,0,0,1,453642.9707033,526124.572256,8602.065404,281061.127052,585377.7334919,630101.2878666467,518529.77677121223,0.2362501540022659,0.06593803438840307,64.19552759192203
2014-02-03,461637.5229585,96.44,0.0,2014,2,0,34,1,0,0,0,619805.537102,540798.833711,936628.8866039,518887.462705,534174.2639796857,607167.9645597334,520336.2987815289,-0.2551897404515614,-0.1463784790534578,-0.5071286722403573
2014-02-04,403189.5869763,97.24,0.0,2014,2,1,35,1,0,0,0,461637.5229585,481593.435798,949618.78894,486336.82018,522973.71414801426,588953.6578276099,520445.9366044989,-0.12661001992997512,-0.16280090838818206,-0.5754195350048252
2014-02-05,399138.3059075,97.4,0.0,2014,2,2,36,1,0,0,0,403189.5869763,512853.989922,602268.564009,344308.715017,506728.6164316571,582182.6492242267,520587.1735721433,-0.01004807961232923,-0.2217311091443298,-0.3372752128209443
2014-02-06,359139.101529,97.84,0.0,2014,2,3,37,1,0,0,0,399138.3059075,453642.9707033,563450.5988595,321245.83913,493228.0636924715,575372.2659798766,520729.90425526886,-0.10021389525005853,-0.20832212836404596,-0.3626076496219084
2014-02-07,389471.568011,99.98,0.0,2014,2,4,38,1,0,0,0,359139.101529,560816.192394,636176.853478,321538.177149,468750.2602091857,567148.75646431,521074.3219215133,0.08445882487554957,-0.3055272417359559,-0.38779355790493486
2014-02-10,396622.737011,100.12,0.0,2014,2,0,41,1,0,0,0,520753.7470746,461637.5229585,787321.455619,416176.2790747,428349.0152033429,554507.08399433,520762.09792844224,-0.2383679632857597,-0.14083514167314493,-0.49623786551177973
2014-02-11,358382.7339877,99.96,0.0,2014,2,1,42,1,0,0,0,396622.737011,403189.5869763,844633.598917,300951.328993,421948.03620497143,538298.72183002,520596.59777237225,-0.09641404653571184,-0.11113097767386981,-0.5756944378636808
2014-02-12,387758.393971,100.38,0.0,2014,2,2,43,1,0,0,0,358382.7339877,399138.3059075,555547.0150185,278627.588926,420322.33449975715,532705.7677951033,521213.03262888215,0.08196728580207813,-0.02851119967206872,-0.3020241608928681
2014-02-13,347373.2985675,100.27,0.0,2014,2,3,44,1,0,0,0,387758.393971,359139.101529,502643.104285,308800.7909121,418641.50550525717,527530.1076045199,521910.8759132911,-0.10415015130922045,-0.032761130468412336,-0.30890666636791575
2014-02-14,361206.4069057,100.31,0.0,2014,2,4,45,1,0,0,0,347373.2985675,389471.568011,567067.469069,319597.929962,414603.6253473571,520668.07219907665,522042.24381166557,0.03982202545574176,-0.07257310527093908,-0.3630274586219494
2014-02-17,412029.2879535,100.31,0.0,2014,2,0,48,1,0,0,0,595300.23508,396622.737011,786779.8899055,485660.494008,428706.24490348576,511125.26756984333,522608.93838782114,-0.3078630518294201,0.03884434628888345,-0.47630932966145234
2014-02-18,365331.247942,102.54,0.0,2014,2,1,49,1,0,0,0,412029.2879535,358382.7339877,851735.334091,399588.910014,429698.88975410006,494911.7980315433,523007.56035358337,-0.11333670051331435,0.019388528785927672,-0.5710742136442026
2014-02-19,360161.6390075,103.46,0.0,2014,2,2,50,1,0,0,0,365331.247942,387758.393971,575850.061871,350745.573191,425756.49618788576,487722.1839360933,523072.27040038886,-0.01415047019279525,-0.07116997437730233,-0.374556568011306
2014-02-20,322451.9201135,103.2,0.0,2014,2,3,51,1,0,0,0,360161.6390075,347373.2985675,538817.207912,293637.801951,422196.29926588567,480510.0076761433,523343.4356464834,-0.10470220814720022,-0.07174235485793234,-0.40155600938757874
2014-02-21,369403.653633,102.53,0.0,2014,2,4,52,1,0,0,0,322451.9201135,361206.4069057,553097.596874,313803.162034,423367.3345126429,474386.87623477663,523661.9849864278,0.1456084786313987,0.02269407898249165,-0.3321184982165941
2014-02-24,404224.188997,103.17,0.0,2014,2,0,55,1,0,0,0,487896.463891,412029.2879535,733880.979053,412897.349113,406810.7423444285,464704.61438632,523971.8920393366,-0.1714959649977973,-0.01894306833202808,-0.44919653113422986
2014-02-25,351418.110084,102.2,0.0,2014,2,1,56,1,0,0,0,404224.188997,365331.247942,814057.732862,452726.126103,404823.1512218571,449283.2936270533,524284.39515111444,-0.13063562337530454,-0.038083623934103916,-0.56831303739538
2014-02-26,353604.266985,102.93,0.0,2014,2,2,57,1,0,0,0,351418.110084,360161.6390075,540798.833711,307110.875933,403886.3837900714,443043.4747361867,524467.9616062144,0.006220956855289783,-0.01820674750528739,-0.34614454591452726
2014-02-27,330330.185244,102.68,0.0,2014,2,3,58,1,0,0,0,353604.266985,322451.9201135,481593.435798,270425.0070675,405011.8502372857,438001.36638438667,524738.4860872923,-0.0658195726523495,0.024432371584969692,-0.31408910360947284
2014-02-28,425624.795466,102.88,0.0,2014,2,4,59,1,0,0,1,330330.185244,369403.653633,512853.989922,288401.998919,413043.4419277143,435093.72656918666,525500.97932397,0.28848290128741993,0.15219433072758748,-0.17008582592731059
2014-03-03,613973.031386,105.34,1.0,2014,3,0,62,1,0,0,0,667413.052988,404224.188997,648870.19898,547857.205258,521960.52857481426,452740.9592414333,530579.4592180889,-0.08007038724032989,0.5188923575045052,-0.05378143062951124
2014-03-04,748930.902096,103.64,1.0,2014,3,1,63,1,0,0,0,613973.031386,351418.110084,619805.537102,559820.580027,578748.0702908143,457045.1380745666,534184.9353861223,0.21981074707034343,1.1311676336685723,0.2083320610489321
2014-03-05,741756.416525,101.75,0.0,2014,3,2,64,1,0,0,0,748930.902096,353604.266985,461637.5229585,383647.679097,634198.3773679571,466382.43452678336,537713.9283921167,-0.009579636186624274,1.0977021087714012,0.6067940313241866
2014-03-06,614082.444339,101.82,0.0,2014,3,3,65,1,0,0,0,741756.416525,330330.185244,403189.5869763,332189.993189,674734.4143815285,473412.1964388733,540243.6577182723,-0.17212385271182462,0.858995852544947,0.5230612698712791
2014-03-07,598242.341178,102.82,0.0,2014,3,4,66,1,0,0,0,614082.444339,425624.795466,399138.3059075,335726.580968,699394.063768957,480048.9976145567,542083.4420083833,-0.025794750048668824,0.4055627105159787,0.4988346954517622
2014-03-10,587414.828974,101.39,0.0,2014,3,0,69,1,0,0,0,916117.649984,613973.031386,530128.059914,453259.496866,708555.6917567143,512653.63123805664,549733.7887676001,-0.3587997906335948,-0.04325630126138735,0.10806213326888092
2014-03-11,539365.375063,100.29,0.0,2014,3,1,70,1,0,0,0,587414.828974,748930.902096,520753.7470746,461859.756153,678617.7593234285,513274.01883767,551122.0518684555,-0.08179816296930209,-0.2798195754060865,0.03573978697792035
2014-03-12,575676.797032,98.29,0.0,2014,3,2,71,1,0,0,0,539365.375063,741756.416525,396622.737011,318379.133021,654892.0993958571,519242.48750503664,552818.9362920555,0.06732249352261199,-0.22390048241315408,0.4514467863601932
2014-03-13,473298.042544,98.57,0.0,2014,3,3,72,1,0,0,0,575676.797032,614082.444339,358382.7339877,271823.37801,634780.0419965715,523072.9977902466,553808.2914205556,-0.1778406825076695,-0.2292597730041619,0.32064967884374695
2014-03-14,530515.2554715,99.23,0.0,2014,3,4,73,1,0,0,0,473298.042544,598242.341178,387758.393971,287869.663972,625104.7440385,527831.5598402633,554873.3830038089,0.12089044911310998,-0.11321011744695042,0.36815930672329067
2014-03-17,612719.522118,98.43,0.0,2014,3,0,76,1,0,0,0,929808.492772,587414.828974,538893.357859,482233.433961,627490.4678359285,562035.0512205567,561102.1587932255,-0.3410261071166124,0.04307806322866936,0.13699586974370614
2014-03-18,537427.86875,100.08,0.0,2014,3,1,77,1,0,0,0,612719.522118,539365.375063,595300.23508,513439.584913,627213.6812197857,560105.97234289,561735.0160366422,-0.12288110734212898,-0.0035921963154822434,-0.09721542663631366
2014-03-19,585974.657018,100.71,0.0,2014,3,2,78,1,0,0,0,537427.86875,575676.797032,412029.2879535,330283.80303,628684.8040749285,565904.1513117066,562384.9418154533,0.09033172838787595,0.017888266539649367,0.42216748699701867
2014-03-20,500897.112641,99.68,0.0,2014,3,3,79,1,0,0,0,585974.657018,473298.042544,365331.247942,294020.245897,632627.5283745,570423.01346834,562312.0093093866,-0.1451898019104717,0.05831224221561038,0.3710765653435768
2014-03-21,548811.469984,99.97,0.0,2014,3,4,80,1,0,0,0,500897.112641,530515.2554715,360161.6390075,321207.006946,635241.2733048572,576711.3411675567,562364.3115576922,0.09565708432689823,0.03448763126752885,0.5237921270470771
2014-03-24,571762.044919,100.05,0.0,2014,3,0,83,1,0,0,0,838814.636064,612719.522118,538206.082827,453192.003086,622198.9604497143,608452.0064402733,562447.0683212589,-0.31836901701918363,-0.06684539290901226,0.062347794205042995
2014-03-25,539861.6183493,99.66,0.0,2014,3,1,84,1,0,0,0,571762.044919,537427.86875,487896.463891,449794.636951,622546.6389638999,610184.1782555501,561549.271961451,-0.055793186786680216,0.004528513947296142,0.10650856955157062
2014-03-26,569680.543547,100.61,0.0,2014,3,2,85,1,0,0,0,539861.6183493,585974.657018,404224.188997,317559.6099585,620218.9084680428,615699.3900738832,562648.709529599,0.05523438633936495,-0.027806856961903548,0.40931829181362533
2014-03-27,468581.39830400003,101.25,0.0,2014,3,3,86,1,0,0,0,569680.543547,500897.112641,351418.110084,275818.2359,615602.3778484714,619604.8330145499,562529.44764361,-0.17746638249838542,-0.06451567302237793,0.3334013952553394
2014-03-28,538905.781947,101.73,0.0,2014,3,4,87,1,0,0,0,468581.39830400003,548811.469984,353604.266985,313691.148998,614187.2795574714,625781.5501799501,562328.930709921,0.1500793328491794,-0.018049345866056332,0.5240364222467386
2014-03-31,651800.509461,101.57,0.0,2014,3,0,90,1,0,0,1,873958.8396415,571762.044919,911360.2578707,452661.356036,637874.5477051142,648474.1252868767,570173.081687319,-0.2541977037175228,0.13998562033500983,-0.2848047697582675
2014-04-01,485079.887001,99.69,1.0,2014,4,1,91,2,0,1,0,651800.509461,539861.6183493,667413.052988,462107.639956,630048.5860839285,642396.35308731,575467.2797050633,-0.2557847378761148,-0.10147365451873125,-0.2731938867103313
2014-04-02,463917.316107,99.6,0.0,2014,4,2,92,2,0,0,0,485079.887001,569680.543547,613973.031386,428816.447912,614939.5535925,637394.4959113434,571721.7918169078,-0.043626980753288525,-0.18565357135331817,-0.24440115055259026
2014-04-03,388867.961418,100.29,0.0,2014,4,3,93,2,0,0,0,463917.316107,468581.39830400003,748930.902096,377732.827961,603551.9197516429,625392.3978887434,568479.5153259634,-0.16177312655363418,-0.1701165201489382,-0.48076924008651223
2014-04-04,422578.745073,101.16,0.0,2014,4,4,94,2,0,0,0,388867.961418,538905.781947,741756.416525,373731.0758793,586933.7716267856,614753.1421736765,562767.8470867312,0.0866895373228338,-0.21585783780928225,-0.43029984553054756
2014-04-07,426091.1040178,100.43,0.0,2014,4,0,97,2,0,0,0,631888.250898,651800.509461,753345.259201,509424.214023,490871.92265140003,605086.1256484367,557882.5314995344,-0.3256859841716221,-0.3462860218226097,-0.4344012936781292
2014-04-08,376663.272105,102.57,0.0,2014,4,1,98,2,0,0,0,426091.1040178,485079.887001,916117.649984,519048.376884,475383.8348091143,587104.31305247,554999.0472620566,-0.11600296614203698,-0.2235025978221532,-0.5888483623128772
2014-04-09,375309.08201199997,103.55,0.0,2014,4,2,99,2,0,0,0,376663.272105,463917.316107,587414.828974,346649.815943,462725.5156526857,580034.12148707,553653.8378020345,-0.003595227337754636,-0.19100005759337302,-0.36108340562745334
2014-04-10,334052.7571255,103.37,0.0,2014,4,3,100,2,0,0,0,375309.08201199997,388867.961418,539365.375063,306335.8019617,454894.77218232857,573190.3675558199,551331.5870026957,-0.10992626308249276,-0.14096096806900038,-0.3806559105013344
2014-04-11,379646.845927,103.68,0.0,2014,4,4,101,2,0,0,0,334052.7571255,422578.745073,575676.797032,312846.374941,448761.6437329,566656.03585232,546801.8691172289,0.13648768893223284,-0.10159502730925007,-0.34052084800997007
2014-04-14,381386.309033,104.05,1.0,2014,4,0,104,2,0,0,0,540190.281942,426091.1040178,731049.789851,453442.497048,416738.3530155,557210.48338807,541787.12240299,-0.29397784117495607,-0.10491839553386317,-0.4783032368961725
2014-04-15,364689.054991,103.7,0.0,2014,4,1,105,2,0,0,0,381386.309033,376663.272105,929808.492772,478417.148813,415027.7505706428,538373.16879537,539538.473357679,-0.04378042327826537,-0.03179024343701353,-0.6077804646591607
2014-04-16,411357.084985,103.71,0.0,2014,4,2,106,2,0,0,0,364689.054991,375309.08201199997,612719.522118,338712.458055,420177.46528107143,531661.0875576034,538522.5608107678,0.1279666317245296,0.09604884267588143,-0.3286372146866585
2014-04-17,397464.842904,104.33,0.0,2014,4,3,107,2,0,0,0,411357.084985,334052.7571255,537427.86875,333431.880049,429236.334678,526995.6533627367,536906.1933357344,-0.033771734067754244,0.1898265601043274,-0.26043127642699115
2014-04-18,394392.184115,104.33,1.0,2014,4,4,108,2,0,0,0,397464.842904,379646.845927,585974.657018,334990.518942,431342.811562,520609.5709326367,532546.3299380622,-0.0077306429583814396,0.03883961725533558,-0.326946687213326
2014-04-21,398677.396998,104.35,1.0,2014,4,0,111,2,0,0,0,520126.3980386,381386.309033,771704.933772,459884.838043,426230.2444525143,507086.07185849,526427.5070524911,-0.2334990138908254,0.04533746376172054,-0.48338104429459416
2014-04-22,370552.249018,101.69,0.0,2014,4,1,112,2,0,0,0,398677.396998,364689.054991,838814.636064,485721.032087,427067.8435992286,491477.3256236233,524399.2254096466,-0.07054613126246811,0.016077241547993948,-0.5582429858916678
2014-04-23,372232.595049,101.47,0.0,2014,4,2,113,2,0,0,0,370552.249018,411357.084985,571762.044919,328886.320986,421478.63075122854,484826.34396128997,523415.26491175,0.004534707414279859,-0.09511077203745422,-0.34897288416244354
2014-04-24,320875.477858,102.2,0.0,2014,4,3,114,2,0,0,0,372232.595049,397464.842904,539861.6183493,302097.8329435,410537.2928875143,477526.8059449133,521134.71941843885,-0.13797049982750542,-0.1926946908974756,-0.40563383846564194
2014-04-25,357173.708433,100.85,0.0,2014,4,4,115,2,0,0,0,320875.477858,394392.184115,569680.543547,310555.184925,405220.36779008573,470443.24477444665,516949.0830782167,0.11312248233273658,-0.0943692019797926,-0.3730280725244177
2014-04-28,362271.9169815,101.13,0.0,2014,4,0,118,2,0,0,0,560508.420995,398677.396998,822333.142686,446665.337895,405849.87191007147,456786.4031102967,512323.13941867783,-0.3536726596570945,-0.09131563587659985,-0.5594584503815505
2014-04-29,326338.348031,101.56,0.0,2014,4,1,119,2,0,0,0,362271.9169815,370552.249018,873958.8396415,477623.4729303,399533.6003405,438532.38672328,510250.74339766667,-0.09918949624884943,-0.11931893843357089,-0.626597577335719
2014-04-30,357079.964912,100.07,0.0,2014,4,2,120,2,0,0,1,326338.348031,372232.595049,651800.509461,328795.874018,397368.93889235717,428708.3685716467,509177.8211110967,0.09420166850289924,-0.04070742417118345,-0.45216372229091417
2014-05-01,530380.848064,99.69,1.0,2014,5,3,121,2,0,1,0,357079.964912,320875.477858,485079.887001,310186.466894,427298.27749321435,430218.40060708,508839.65061854105,0.4853279382244504,0.6529179842739941,0.09338866087207331
2014-05-02,443284.891212,100.09,0.0,2014,5,4,122,2,0,0,0,530380.848064,357173.708433,463917.316107,507974.636889,439599.8750330714,429530.65311058,506555.3694211188,-0.1642139929635814,0.2410904855141458,-0.044474358207058695
2014-05-05,427601.704071,99.74,0.0,2014,5,0,125,2,0,0,0,646164.863883,362271.9169815,617680.194045,520339.51596499997,477320.3384491428,438031.70032354665,508772.32130876556,-0.3382467417039483,0.18033356721061033,-0.3077296176994663
2014-05-06,388945.890086,99.81,0.0,2014,5,1,126,2,0,0,0,427601.704071,326338.348031,631888.250898,580268.550981,486264.2730284286,429933.62162981334,508659.0722440822,-0.09040144980007248,0.19184855973179316,-0.3844704510120982
2014-05-07,391932.183945,101.06,0.0,2014,5,2,127,2,0,0,0,388945.890086,357079.964912,426091.1040178,369869.383046,491243.16146171425,428794.99096072,509023.4398264822,0.0076779159649680295,0.09760340108017296,-0.08016811369845689
2014-05-08,337483.713217,100.52,0.0,2014,5,3,128,2,0,0,0,391932.183945,530380.848064,376663.272105,317292.964148,463686.4279121429,427489.00566445326,508445.7969954378,-0.13892319375241902,-0.3636955134242017,-0.10401746543814372
2014-05-09,381335.196055,100.32,0.0,2014,5,4,129,2,0,0,0,337483.713217,443284.891212,375309.08201199997,332477.410968,454836.4714611429,427689.8761325533,506792.54295255995,0.12993658988753554,-0.13975142484017733,0.016056403460035007
2014-05-12,398251.889006,100.89,1.0,2014,5,0,132,2,0,0,0,454512.928937,427601.704071,529919.922964,512090.58108,418496.2611775715,433895.12009666994,508503.8499177455,-0.12378314531685919,-0.06863820884148453,-0.24846779343856606
2014-05-13,360734.522978,102.01,0.0,2014,5,1,133,2,0,0,0,398251.889006,388945.890086,540190.281942,387860.5050145,414466.06587642856,427913.2614645366,508203.58468449,-0.09420511757430683,-0.0725328839488758,-0.3322084179649646
2014-05-14,356373.806985,102.63,0.0,2014,5,2,134,2,0,0,0,360734.522978,391932.183945,381386.309033,350598.06187,409386.2977392857,427079.51139627,508303.59033357335,-0.012088435442775602,-0.09072584088932578,-0.06558311469391476
2014-05-15,332272.8296378,101.74,0.0,2014,5,3,135,2,0,0,0,356373.806985,337483.713217,364689.054991,308469.313119,408641.88579940004,425998.97055116337,507982.1061417078,-0.06762836346222945,-0.015440400158953649,-0.08888729976829157
2014-05-16,380822.742652,102.31,0.0,2014,5,4,136,2,0,0,0,332272.8296378,381335.196055,411357.084985,329113.560081,408568.67817040003,424981.15914006333,506225.7659727411,0.1461146042760184,-0.0013438397722043138,-0.07422831269361374
2014-05-19,388814.744958,102.95,0.0,2014,5,0,139,2,0,0,0,634519.7368283,398251.889006,496904.749136,480969.558942,427344.62115115713,434062.7147950733,508320.7401375167,-0.38722986474538523,-0.023696420051024014,-0.21752660719371864
2014-05-20,354372.33997,102.8,0.0,2014,5,1,140,2,0,0,0,388814.744958,360734.522978,520126.3980386,518153.554009,426435.73786429997,428537.57952612,508256.4145926556,-0.08858307313350611,-0.017636745591959935,-0.3186803413432958
2014-05-21,356898.483031,104.31,0.0,2014,5,2,141,2,0,0,0,354372.33997,356373.806985,398677.396998,341787.214991,426510.6915851572,427144.94906055334,508639.1541806277,0.007128499535866473,0.0014722632127173174,-0.10479378635857195
2014-05-22,310660.142642,104.03,0.0,2014,5,3,142,2,0,0,0,356898.483031,332272.8296378,370552.249018,307178.399952,423423.1648714714,425148.5455146867,507986.44850294996,-0.12955600146101987,-0.06504500238361144,-0.16162931552762116
2014-05-23,349549.892726,105.01,0.0,2014,5,4,143,2,0,0,0,310660.142642,380822.742652,372232.595049,301785.4831075,418955.6148820428,424392.45543725335,505890.26861293893,0.12518422786155714,-0.08211917625565102,-0.0609369051090598
2014-05-26,373831.086112,105.01,0.0,2014,5,0,146,2,0,0,0,573412.21016,388814.744958,497334.735036,417930.141993,405050.20233542856,434008.6766589867,508338.3996685722,-0.34805872723273645,-0.03853675571799253,-0.24833103385602073
2014-05-27,327642.143098,104.78,0.0,2014,5,1,147,2,0,0,0,373831.086112,354372.33997,560508.420995,450631.400068,401231.6027822857,426246.4673957533,508049.9316253833,-0.12355565047943018,-0.07542969317036108,-0.41545544932870393
2014-05-28,338481.784057,103.37,0.0,2014,5,2,148,2,0,0,0,327642.143098,356898.483031,362271.9169815,321630.8309235,398600.645786,425453.4629649367,508140.50494552776,0.03308378115375055,-0.051602065712339606,-0.0656692716419276
2014-05-29,326624.5773325,104.26,0.0,2014,5,3,149,2,0,0,0,338481.784057,310660.142642,326338.348031,307329.1680565,400881.27931321424,425463.00394165335,507040.50252182217,-0.03503056082481315,0.051388744480482584,0.0008770936766304693
2014-05-30,375782.6398709,103.4,0.0,2014,5,4,150,2,0,0,0,326624.5773325,349549.892726,357079.964912,309333.380899,404628.8146196286,426086.4264402833,501089.6400996023,0.15050325649057839,0.07504721841085771,0.052376713332290104
2014-06-02,512725.7729758,103.07,0.0,2014,6,0,153,2,0,0,0,742732.830236,373831.086112,610391.748971,566901.814988,460168.88793702854,435039.54587207665,499115.57437438885,-0.30967670728533214,0.371543972729403,-0.1600054000727329
2014-06-03,443636.187975,103.34,0.0,2014,6,1,154,2,0,0,0,512725.7729758,327642.143098,646164.863883,637698.494958,476739.46577659994,428288.59000847663,495803.1273905,-0.13474958475329246,0.3540266333879565,-0.3134318921195187
2014-06-04,423284.494993,103.27,0.0,2014,6,2,155,2,0,0,0,443636.187975,338481.784057,427601.704071,426332.097995,488854.13876745716,428144.68303921,493683.15017554443,-0.04587473595176339,0.25053847778620564,-0.010096332724818025
2014-06-05,359474.513823,103.17,0.0,2014,6,3,156,2,0,0,0,423284.494993,326624.5773325,388945.890086,369705.160085,493546.98683752853,427162.3038304433,491030.1743160444,-0.15074963038997025,0.10057398851850374,-0.07577243265505029
2014-06-06,391266.125449,103.32,0.0,2014,6,4,157,2,0,0,0,359474.513823,375782.6398709,391932.183945,361791.080915,495758.91334868566,427140.1018805767,487007.07282991114,0.0884391254553687,0.041203301949816806,-0.0016994228167123149
2014-06-09,415798.946041,105.09,0.0,2014,6,0,160,2,0,0,0,626026.956957,512725.7729758,577012.026997,466292.699096,459518.52660885715,437244.6828056767,482074.52294103336,-0.33581303261744355,-0.18904223669554987,-0.27939293015262945
2014-06-10,351689.4229725,105.02,0.0,2014,6,1,161,2,0,0,0,415798.946041,443636.187975,454512.928937,526804.730256,446383.2744656428,433817.23260685994,479585.7743403722,-0.15418394798475155,-0.20725713432485238,-0.22622790116219638
2014-06-11,373828.16418,105.04,0.0,2014,6,2,162,2,0,0,0,351689.4229725,423284.494993,398251.889006,349754.291978,439318.0843495,433003.1084459934,478480.55346966104,0.06294969300009678,-0.11683945761778458,-0.061327329512383066
2014-06-12,329408.06736,107.2,1.0,2014,6,3,163,2,0,0,0,373828.16418,359474.513823,360734.522978,283858.2159925,435022.87771192857,431958.89325872663,476246.02915731113,-0.11882490693935932,-0.0836399947891836,-0.08684074748207704
2014-06-13,392308.374573,107.49,0.0,2014,6,4,164,2,0,0,0,329408.06736,391266.125449,356373.806985,320173.5779987,435171.77044392854,433156.7121783266,472482.2356542222,0.19094950441592617,0.002663785736125135,0.1008339190021128
2014-06-16,447450.23987,107.52,0.0,2014,6,0,167,2,0,0,0,441279.9339945,415798.946041,537873.964019,505950.6668701,422576.74169914285,441817.83306165,466158.3165338722,0.013982747458389788,0.07612163073130773,-0.16811322019261343
