date,sales
2014-03-06,60285.0
2014-03-07,55934.0
2014-03-08,68461.0
2014-03-09,80498.0
2014-03-10,53771.0
2014-03-11,49293.0
2014-03-12,47067.0
2014-03-13,41950.0
2014-03-14,44291.0
2014-03-15,63811.0
2014-03-16,77842.0
2014-03-17,55841.0
2014-03-18,48353.0
2014-03-19,48477.0
2014-03-20,45309.0
2014-03-21,45638.0
2014-03-22,64855.0
2014-03-23,67419.0
2014-03-24,47614.0
2014-03-25,45279.0
2014-03-26,43722.0
2014-03-27,39639.0
2014-03-28,44112.0
2014-03-29,69226.0
2014-03-30,71162.0
2014-03-31,57192.0
2014-04-01,57537.0
2014-04-02,55902.0
2014-04-03,46448.0
2014-04-04,46972.0
2014-04-05,69863.0
2014-04-06,71119.0
2014-04-07,48903.0
2014-04-08,44179.0
2014-04-09,42376.0
2014-04-10,37663.0
2014-04-11,41283.0
2014-04-12,57082.0
2014-04-13,59343.0
2014-04-14,44275.0
2014-04-15,42008.0
2014-04-16,47602.0
2014-04-17,41894.0
2014-04-18,38101.0
2014-04-19,55152.0
2014-04-20,56984.0
2014-04-21,47805.0
2014-04-22,42934.0
2014-04-23,44168.0
2014-04-24,37006.0
2014-04-25,38544.0
2014-04-26,55057.0
2014-04-27,61014.0
2014-04-28,42034.0
2014-04-29,37580.0
2014-04-30,41406.0
2014-05-01,62675.0
2014-05-02,51286.0
2014-05-03,71030.0
2014-05-04,73668.0
2014-05-05,52647.0
2014-05-06,46896.0
2014-05-07,46307.0
2014-05-08,38766.0
2014-05-09,41107.0
2014-05-10,59489.0
2014-05-11,45180.0
2014-05-12,45527.0
2014-05-13,41590.0
2014-05-14,40955.0
2014-05-15,37139.0
2014-05-16,42169.0
2014-05-17,60434.0
2014-05-18,68228.0
2014-05-19,43141.0
2014-05-20,41590.0
2014-05-21,40740.0
2014-05-22,35381.0
2014-05-23,36986.0
2014-05-24,54388.0
2014-05-25,59052.0
2014-05-26,40822.0
2014-05-27,36647.0
2014-05-28,38065.0
2014-05-29,36548.0
2014-05-30,41396.0
2014-05-31,68495.0
2014-06-01,84194.0
2014-06-02,61180.0
2014-06-03,53461.0
2014-06-04,51187.0
2014-06-05,43179.0
2014-06-06,44212.0
2014-06-07,62770.0
2014-06-08,68387.0
2014-06-09,46852.0
2014-06-10,39362.0
2014-06-11,41855.0
2014-06-12,33953.0
2014-06-13,40226.0
2014-06-14,62128.0
2014-06-15,44015.0
2014-06-16,50597.0
2014-06-17,43609.0
2014-06-18,41842.0
2014-06-19,35946.0
2014-06-20,37481.0
2014-06-21,60146.0
2014-06-22,64363.0
2014-06-23,47361.0
2014-06-24,39459.0
2014-06-25,37479.0
2014-06-26,36008.0
2014-06-27,40732.0
2014-06-28,57172.0
2014-06-29,63457.0
2014-06-30,49794.0
2014-07-01,68099.0
2014-07-02,66706.0
2014-07-03,54935.0
2014-07-04,52890.0
2014-07-05,75717.0
2014-07-06,81099.0
2014-07-07,58720.0
2014-07-08,51247.0
2014-07-09,46448.0
2014-07-10,47692.0
2014-07-11,44847.0
2014-07-12,63401.0
2014-07-13,59448.0
2014-07-14,49933.0
2014-07-15,48824.0
2014-07-16,50436.0
2014-07-17,43960.0
2014-07-18,46345.0
2014-07-19,62539.0
2014-07-20,65625.0
2014-07-21,53011.0
2014-07-22,46027.0
2014-07-23,45937.0
2014-07-24,41394.0
2014-07-25,46473.0
2014-07-26,57273.0
2014-07-27,61150.0
2014-07-28,49926.0
2014-07-29,45022.0
2014-07-30,47050.0
2014-07-31,47117.0
2014-08-01,57750.0
2014-08-02,75946.0
2014-08-03,75065.0
2014-08-04,57313.0
2014-08-05,50452.0
2014-08-06,47434.0
2014-08-07,41491.0
2014-08-08,42938.0
2014-08-09,54905.0
2014-08-10,57018.0
2014-08-11,46854.0
2014-08-12,40337.0
2014-08-13,42135.0
2014-08-14,37332.0
2014-08-15,43606.0
2014-08-16,58741.0
2014-08-17,61689.0
2014-08-18,48963.0
2014-08-19,44070.0
2014-08-20,46547.0
2014-08-21,40942.0
2014-08-22,40725.0
2014-08-23,54006.0
2014-08-24,58801.0
2014-08-25,45803.0
2014-08-26,40325.0
2014-08-27,42395.0
2014-08-28,36571.0
2014-08-29,43551.0
2014-08-30,67191.0
2014-08-31,75260.0
2014-09-01,72265.0
2014-09-02,65750.0
2014-09-03,60102.0
2014-09-04,48369.0
2014-09-05,49803.0
2014-09-06,72506.0
2014-09-07,80741.0
2014-09-08,54195.0
2014-09-09,46376.0
2014-09-10,47606.0
2014-09-11,41027.0
2014-09-12,44600.0
2014-09-13,64213.0
2014-09-14,69695.0
2014-09-15,52581.0
2014-09-16,51169.0
2014-09-17,47610.0
2014-09-18,40070.0
2014-09-19,43299.0
2014-09-20,65299.0
2014-09-21,69677.0
2014-09-22,49744.0
2014-09-23,45814.0
2014-09-24,46111.0
2014-09-25,38781.0
2014-09-26,41321.0
2014-09-27,63017.0
2014-09-28,71022.0
2014-09-29,49377.0
2014-09-30,52722.0
2014-10-01,67992.0
2014-10-02,59475.0
2014-10-03,59122.0
2014-10-04,81427.0
2014-10-05,84076.0
2014-10-06,56889.0
2014-10-07,50975.0
2014-10-08,49936.0
2014-10-09,42260.0
2014-10-10,56247.0
2014-10-11,60287.0
2014-10-12,67289.0
2014-10-13,50854.0
2014-10-14,45395.0
2014-10-15,47882.0
2014-10-16,45277.0
2014-10-17,45607.0
2014-10-18,67642.0
2014-10-19,73546.0
2014-10-20,51718.0
2014-10-21,44982.0
2014-10-22,44042.0
2014-10-23,41790.0
2014-10-24,42860.0
2014-10-25,62095.0
2014-10-26,69023.0
2014-10-27,47061.0
2014-10-28,42100.0
2014-10-29,43347.0
2014-10-30,39130.0
2014-10-31,46593.0
2014-11-01,79003.0
2014-11-02,60236.0
2014-11-03,85420.0
2014-11-04,61784.0
2014-11-05,60979.0
2014-11-06,51677.0
2014-11-07,50465.0
2014-11-08,69617.0
2014-11-09,77894.0
2014-11-10,50095.0
2014-11-11,45338.0
2014-11-12,44731.0
2014-11-13,39242.0
2014-11-14,44574.0
2014-11-15,63774.0
2014-11-16,75356.0
2014-11-17,52118.0
2014-11-18,46386.0
2014-11-19,42994.0
2014-11-20,42982.0
2014-11-21,45339.0
2014-11-22,62191.0
2014-11-23,70033.0
2014-11-24,48767.0
2014-11-25,43192.0
2014-11-26,43908.0
2014-11-27,37851.0
2014-11-28,46312.0
2014-11-29,73109.0
2014-11-30,85406.0
2014-12-01,70046.0
2014-12-02,64245.0
2014-12-03,59426.0
2014-12-04,50052.0
2014-12-05,51793.0
2014-12-06,72223.0
2014-12-07,85468.0
2014-12-08,60012.0
2014-12-09,52897.0
2014-12-10,50298.0
2014-12-11,45971.0
2014-12-12,51059.0
2014-12-13,73449.0
2014-12-14,81535.0
2014-12-15,61300.0
2014-12-16,59194.0
2014-12-17,57905.0
2014-12-18,54233.0
2014-12-19,56820.0
2014-12-20,76120.0
2014-12-21,88598.0
2014-12-22,78278.0
2014-12-23,75249.0
2014-12-24,70859.0
2014-12-26,79434.0
2014-12-27,69655.0
2014-12-28,69081.0
2014-12-29,71445.0
2014-12-30,80275.0
2014-12-31,64136.0
2015-01-01,850.0
2015-01-02,83431.0
2015-01-03,83648.0
2015-01-04,92456.0
2015-01-05,76070.0
2015-01-06,64458.0
2015-01-07,66519.0
2015-01-08,54471.0
2015-01-09,55107.0
2015-01-10,71678.0
2015-01-11,84508.0
2015-01-12,56290.0
2015-01-13,49542.0
2015-01-14,49866.0
2015-01-15,45902.0
2015-01-16,51070.0
2015-01-17,75768.0
2015-01-18,82189.0
2015-01-19,56154.0
2015-01-20,52908.0
2015-01-21,52772.0
2015-01-22,44083.0
2015-01-23,48883.0
2015-01-24,70036.0
2015-01-25,74457.0
2015-01-26,49507.0
2015-01-27,44389.0
2015-01-28,45658.0
2015-01-29,41342.0
2015-01-30,51327.0
2015-01-31,83815.0
2015-02-01,104270.0
2015-02-02,71465.0
2015-02-03,63184.0
2015-02-04,59892.0
2015-02-05,53060.0
2015-02-06,54061.0
2015-02-07,75295.0
2015-02-08,79235.0
2015-02-09,61157.0
2015-02-10,51652.0
2015-02-11,49744.0
2015-02-12,46158.0
2015-02-13,55521.0
2015-02-14,66387.0
2015-02-15,52579.0
2015-02-16,48326.0
2015-02-17,57751.0
2015-02-18,63633.0
2015-02-19,55577.0
2015-02-20,58301.0
2015-02-21,68013.0
2015-02-22,81730.0
2015-02-23,55212.0
2015-02-24,50531.0
2015-02-25,48954.0
2015-02-26,43519.0
2015-02-27,51254.0
2015-02-28,78740.0
2015-03-01,102601.0
2015-03-02,70656.0
2015-03-03,64683.0
2015-03-04,61480.0
2015-03-05,52506.0
2015-03-06,53195.0
2015-03-07,78275.0
2015-03-08,76246.0
2015-03-09,58185.0
2015-03-10,56199.0
2015-03-11,51913.0
2015-03-12,44887.0
2015-03-13,48508.0
2015-03-14,71586.0
2015-03-15,76968.0
2015-03-16,57139.0
2015-03-17,50201.0
2015-03-18,46595.0
2015-03-19,44219.0
2015-03-20,54887.0
2015-03-21,72072.0
2015-03-22,75309.0
2015-03-23,55696.0
2015-03-24,49097.0
2015-03-25,49392.0
2015-03-26,41913.0
2015-03-27,48605.0
2015-03-28,68567.0
2015-03-29,76081.0
2015-03-30,53716.0
2015-03-31,55313.0
2015-04-01,70444.0
2015-04-02,63257.0
2015-04-03,56894.0
2015-04-04,82407.0
2015-04-05,81060.0
2015-04-06,66976.0
2015-04-07,59445.0
2015-04-08,57456.0
2015-04-09,51981.0
2015-04-10,52743.0
2015-04-11,78630.0
2015-04-12,78943.0
2015-04-13,58533.0
2015-04-14,51107.0
2015-04-15,54704.0
2015-04-16,52113.0
2015-04-17,53550.0
2015-04-18,74326.0
2015-04-19,80001.0
2015-04-20,62819.0
2015-04-21,53220.0
2015-04-22,52446.0
2015-04-23,48841.0
2015-04-24,49537.0
2015-04-25,67603.0
2015-04-26,72825.0
2015-04-27,54311.0
2015-04-28,45626.0
2015-04-29,49292.0
2015-04-30,49337.0
2015-05-01,77448.0
2015-05-02,84990.0
2015-05-03,87786.0
2015-05-04,65879.0
2015-05-05,61733.0
2015-05-06,59676.0
2015-05-07,49633.0
2015-05-08,50705.0
2015-05-09,72681.0
2015-05-10,55371.0
2015-05-11,57848.0
2015-05-12,49852.0
2015-05-13,49440.0
2015-05-14,43063.0
2015-05-15,51081.0
2015-05-16,78701.0
2015-05-17,85704.0
2015-05-18,55042.0
2015-05-19,49329.0
2015-05-20,53446.0
2015-05-21,44828.0
2015-05-22,48824.0
2015-05-23,71061.0
2015-05-24,77979.0
2015-05-25,52687.0
2015-05-26,46002.0
2015-05-27,47368.0
2015-05-28,40981.0
2015-05-29,55249.0
2015-05-30,89702.0
2015-05-31,100616.0
2015-06-01,72717.0
2015-06-02,68817.0
2015-06-03,64431.0
2015-06-04,53181.0
2015-06-05,55756.0
2015-06-06,76457.0
2015-06-07,88438.0
2015-06-08,58519.0
2015-06-09,52146.0
2015-06-10,49790.0
2015-06-11,41538.0
2015-06-12,48168.0
2015-06-13,68371.0
2015-06-14,74909.0
2015-06-15,53813.0
2015-06-16,55445.0
2015-06-17,51944.0
2015-06-18,44993.0
2015-06-19,49266.0
2015-06-20,71082.0
2015-06-21,59052.0
2015-06-22,58569.0
2015-06-23,52474.0
2015-06-24,49276.0
2015-06-25,41829.0
2015-06-26,46224.0
2015-06-27,68854.0
2015-06-28,78103.0
2015-06-29,52166.0
2015-06-30,59617.0
2015-07-01,76262.0
2015-07-02,64136.0
2015-07-03,64655.0
2015-07-04,88700.0
2015-07-05,85002.0
2015-07-06,65921.0
2015-07-07,57457.0
2015-07-08,58798.0
2015-07-09,50760.0
2015-07-10,51637.0
2015-07-11,65218.0
2015-07-12,73446.0
2015-07-13,54337.0
2015-07-14,48838.0
2015-07-15,53078.0
2015-07-16,48323.0
2015-07-17,52295.0
2015-07-18,68208.0
2015-07-19,74611.0
2015-07-20,59040.0
2015-07-21,51922.0
2015-07-22,48263.0
2015-07-23,44188.0
2015-07-24,50148.0
2015-07-25,64636.0
2015-07-26,69223.0
2015-07-27,53515.0
2015-07-28,48183.0
2015-07-29,47350.0
2015-07-30,46798.0
2015-07-31,57082.0
2015-08-01,97013.0
2015-08-02,92450.0
2015-08-03,79876.0
2015-08-04,64432.0
2015-08-05,59582.0
2015-08-06,50170.0
2015-08-07,54082.0
2015-08-08,65274.0
2015-08-09,56966.0
2015-08-10,64049.0
2015-08-11,53217.0
2015-08-12,52148.0
2015-08-13,46135.0
2015-08-14,53403.0
2015-08-15,75837.0
2015-08-16,75824.0
2015-08-17,59718.0
2015-08-18,52749.0
2015-08-19,51157.0
2015-08-20,48856.0
2015-08-21,53605.0
2015-08-22,66729.0
2015-08-23,71063.0
2015-08-24,57938.0
2015-08-25,50763.0
2015-08-26,50034.0
2015-08-27,45455.0
2015-08-28,49821.0
2015-08-29,73833.0
2015-08-30,81230.0
2015-08-31,67257.0
2015-09-01,79178.0
2015-09-02,74327.0
2015-09-03,62359.0
2015-09-04,60367.0
2015-09-05,90574.0
2015-09-06,95321.0
2015-09-07,64939.0
2015-09-08,57779.0
2015-09-09,55756.0
2015-09-10,48627.0
2015-09-11,50450.0
2015-09-12,74395.0
2015-09-13,78311.0
2015-09-14,54337.0
2015-09-15,54942.0
2015-09-16,57134.0
2015-09-17,49995.0
2015-09-18,51440.0
2015-09-19,75510.0
2015-09-20,78911.0
2015-09-21,59174.0
2015-09-22,51941.0
2015-09-23,53592.0
2015-09-24,45040.0
2015-09-25,50806.0
2015-09-26,71687.0
2015-09-27,78503.0
2015-09-28,61341.0
2015-09-29,51908.0
2015-09-30,59758.0
2015-10-01,70217.0
2015-10-02,69599.0
2015-10-03,102429.0
2015-10-04,101280.0
2015-10-05,70280.0
2015-10-06,58474.0
2015-10-07,55951.0
2015-10-08,45741.0
2015-10-09,67451.0
2015-10-10,69406.0
2015-10-11,74461.0
2015-10-12,57354.0
2015-10-13,45942.0
2015-10-14,51163.0
2015-10-15,46508.0
2015-10-16,54996.0
2015-10-17,76842.0
2015-10-18,81764.0
2015-10-19,57104.0
2015-10-20,54569.0
2015-10-21,51146.0
2015-10-22,42914.0
2015-10-23,48556.0
2015-10-24,65826.0
2015-10-25,75223.0
2015-10-26,50289.0
2015-10-27,44102.0
2015-10-28,44614.0
2015-10-29,40420.0
2015-10-30,49201.0
2015-10-31,77089.0
2015-11-01,68178.0
2015-11-02,63143.0
2015-11-03,86132.0
2015-11-04,68565.0
2015-11-05,57192.0
2015-11-06,55092.0
2015-11-07,75591.0
2015-11-08,84234.0
2015-11-09,56414.0
2015-11-10,49888.0
2015-11-11,48881.0
2015-11-12,38786.0
2015-11-13,47316.0
2015-11-14,67026.0
2015-11-15,79385.0
2015-11-16,57561.0
2015-11-17,47692.0
2015-11-18,50405.0
2015-11-19,44333.0
2015-11-20,51711.0
2015-11-21,67367.0
2015-11-22,75165.0
2015-11-23,53576.0
2015-11-24,46559.0
2015-11-25,46969.0
2015-11-26,39858.0
2015-11-27,48251.0
2015-11-28,66332.0
2015-11-29,81663.0
2015-11-30,59949.0
2015-12-01,72382.0
2015-12-02,69292.0
2015-12-03,56543.0
2015-12-04,57370.0
2015-12-05,82487.0
2015-12-06,92373.0
2015-12-07,65434.0
2015-12-08,55575.0
2015-12-09,54809.0
2015-12-10,48345.0
2015-12-11,51513.0
2015-12-12,71463.0
2015-12-13,80153.0
2015-12-14,56191.0
2015-12-15,55944.0
2015-12-16,59444.0
2015-12-17,55935.0
2015-12-18,56944.0
2015-12-19,85557.0
2015-12-20,94429.0
2015-12-21,76706.0
2015-12-22,88714.0
2015-12-23,82255.0
2015-12-24,77408.0
2015-12-26,82466.0
2015-12-27,74554.0
2015-12-28,68327.0
2015-12-29,72101.0
2015-12-30,79919.0
2015-12-31,69453.0
2016-01-01,734.0
2016-01-02,93377.0
2016-01-03,103544.0
2016-01-04,83979.0
2016-01-05,72688.0
2016-01-06,67105.0
2016-01-07,56219.0
2016-01-08,56947.0
2016-01-09,83186.0
2016-01-10,85966.0
2016-01-11,56808.0
2016-01-12,51372.0
2016-01-13,49034.0
2016-01-14,46046.0
2016-01-15,53181.0
2016-01-16,78987.0
2016-01-17,83023.0
2016-01-18,57898.0
2016-01-19,50055.0
2016-01-20,56389.0
2016-01-21,46948.0
2016-01-22,53383.0
2016-01-23,74931.0
2016-01-24,76949.0
2016-01-25,53385.0
2016-01-26,49320.0
2016-01-27,49442.0
2016-01-28,45338.0
2016-01-29,53658.0
2016-01-30,85311.0
2016-01-31,94331.0
2016-02-01,79530.0
2016-02-02,70322.0
2016-02-03,67153.0
2016-02-04,61809.0
2016-02-05,66307.0
2016-02-06,85778.0
2016-02-07,60619.0
2016-02-08,51913.0
2016-02-09,58834.0
2016-02-10,61942.0
2016-02-11,53753.0
2016-02-12,53855.0
2016-02-13,64395.0
2016-02-14,68459.0
2016-02-15,59576.0
2016-02-16,57548.0
2016-02-17,54296.0
2016-02-18,44868.0
2016-02-19,49933.0
2016-02-20,68680.0
2016-02-21,72947.0
2016-02-22,54051.0
2016-02-23,49708.0
2016-02-24,48756.0
2016-02-25,43262.0
2016-02-26,47050.0
2016-02-27,71249.0
2016-02-28,74400.0
2016-02-29,58014.0
2016-03-01,77991.0
2016-03-02,72681.0
2016-03-03,57650.0
2016-03-04,59212.0
2016-03-05,83237.0
2016-03-06,84223.0
2016-03-07,58665.0
2016-03-08,49677.0
2016-03-09,50717.0
2016-03-10,44327.0
2016-03-11,47857.0
2016-03-12,67196.0
2016-03-13,68686.0
2016-03-14,51191.0
